cuisine,order_size_items,prep_time_estimate_min,distance_km,driver_experience_m,courier_type,weather,wind_mps,traffic_level,hour_of_day,day_of_week,restaurant_load,delivery_time_min
pizza,4,12.0,1.7,11,ebike,rain,4.2,low,14,Sat,0.28,32.3
fried_chicken,2,10.9,3.4,10,ebike,clear,4.4,medium,14,Sat,0.28,35.6
burger,3,8.4,4.2,3,bike,clear,8.5,medium,15,Sat,0.28,44.3
noodles,3,10.1,2.1,6,bike,clear,6.5,medium,15,Sat,0.14,36.1
sushi,3,14.1,2.0,7,ebike,clear,7.4,low,15,Sat,0.42,43.4
mexican,5,12.0,2.1,3,bike,clear,6.3,medium,15,Sat,0.56,37.4
salad,3,6.8,1.0,3,ebike,clear,2.5,low,15,Sat,0.42,24.5
salad,1,6.4,2.7,8,bike,clear,9.4,medium,15,Sat,0.14,28.7
burger,2,8.1,4.7,4,ebike,clear,7.5,high,15,Sat,0.28,40.6
pizza,6,12.4,7.3,7,ebike,clear,6.6,medium,15,Sat,0.28,49.6
indian,4,15.6,4.7,7,ebike,clear,5.5,medium,15,Sat,0.14,48.7
fried_chicken,5,11.7,4.7,2,ebike,rain,5.6,medium,16,Sat,0.14,45.9
mexican,2,11.3,4.2,5,ebike,rain,4.7,medium,16,Sat,0.14,38.0
fried_chicken,5,11.7,9.1,1,ebike,rain,8.9,high,17,Sat,0.14,63.7
salad,2,6.6,1.6,19,ebike,clear,6.7,low,17,Sat,0.14,26.2
indian,3,15.3,2.5,4,ebike,clear,9.1,high,17,Sat,0.28,48.2
burger,4,8.6,2.6,2,ebike,clear,3.1,low,17,Sat,0.42,23.9
sushi,3,14.1,2.5,5,ebike,clear,6.3,high,17,Sat,0.28,39.7
burger,4,8.6,6.1,14,ebike,rain,5.6,medium,17,Sat,0.14,44.8
burger,5,8.8,2.7,8,ebike,rain,4.5,medium,18,Sat,0.14,37.0
noodles,5,10.5,3.3,7,ebike,rain,6.6,low,18,Sat,0.28,36.8
mexican,4,11.8,2.5,16,bike,clear,5.0,low,18,Sat,0.28,42.2
mexican,4,11.8,8.9,1,ebike,clear,6.8,medium,18,Sat,0.28,57.4
indian,4,15.6,2.3,3,ebike,rain,7.4,medium,18,Sat,0.28,46.9
mexican,5,12.0,3.9,1,ebike,clear,4.5,medium,19,Sat,0.28,41.3
burger,3,8.4,4.4,10,ebike,rain,3.5,low,19,Sat,0.42,32.0
sushi,3,14.1,1.6,2,ebike,clear,7.8,low,19,Sat,0.28,41.4
noodles,5,10.5,2.6,5,ebike,rain,2.5,low,19,Sat,0.56,30.3
salad,2,6.6,3.5,1,ebike,rain,7.8,low,19,Sat,0.28,29.6
fried_chicken,3,11.2,1.0,10,ebike,clear,3.3,medium,19,Sat,0.14,32.1
burger,3,8.4,3.4,6,bike,clear,3.1,low,19,Sat,0.42,34.5
salad,2,6.6,2.2,8,bike,clear,2.9,medium,19,Sat,0.42,26.3
sushi,2,13.7,5.0,3,bike,clear,6.1,high,19,Sat,0.56,58.4
mexican,4,11.8,2.3,10,bike,clear,4.8,low,19,Sat,0.56,34.3
burger,3,8.4,1.1,3,bike,clear,8.6,medium,19,Sat,0.69,28.6
indian,5,15.9,9.3,2,ebike,clear,1.3,low,19,Sat,0.56,61.1
pizza,3,11.7,3.1,4,bike,clear,5.3,medium,20,Sat,0.14,37.0
indian,5,15.9,0.6,8,ebike,clear,3.8,low,20,Sat,0.14,41.7
sushi,2,13.7,2.6,13,bike,storm,10.4,medium,20,Sat,0.28,48.0
pizza,5,12.2,1.6,9,ebike,clear,5.2,medium,20,Sat,0.42,38.3
fried_chicken,4,11.5,2.3,11,bike,storm,9.1,medium,20,Sat,0.42,38.5
noodles,4,10.3,2.4,1,ebike,storm,8.3,low,20,Sat,0.28,34.7
pizza,5,12.2,4.3,1,bike,storm,12.7,medium,21,Sat,0.14,50.8
fried_chicken,4,11.5,3.6,4,bike,clear,5.5,medium,21,Sat,0.28,43.7
pizza,3,11.7,4.3,6,bike,clear,5.1,high,21,Sat,0.28,48.7
pizza,3,11.7,1.2,8,ebike,clear,4.8,high,21,Sat,0.14,31.8
mexican,3,11.6,1.1,9,ebike,clear,5.0,medium,21,Sat,0.28,31.6
pizza,3,11.7,2.7,9,ebike,clear,0.9,medium,21,Sat,0.42,38.0
mexican,5,12.0,3.0,8,ebike,clear,4.8,medium,21,Sat,0.28,34.1
burger,4,8.6,1.2,6,ebike,clear,3.9,low,22,Sat,0.14,25.4
noodles,1,9.4,9.3,0,bike,rain,4.0,medium,22,Sat,0.14,63.6
burger,3,8.4,3.4,9,ebike,rain,2.7,low,23,Sat,0.14,26.8
pizza,5,12.2,3.1,13,ebike,clear,6.3,low,23,Sat,0.28,36.6
pizza,4,12.0,0.4,1,bike,clear,3.7,medium,23,Sat,0.14,29.2
sushi,2,13.7,2.2,1,bike,rain,10.6,low,23,Sat,0.28,38.9
pizza,4,12.0,3.9,4,ebike,clear,5.1,medium,0,Sun,0.28,41.0
pizza,4,12.0,7.7,0,bike,rain,5.8,low,0,Sun,0.14,57.9
fried_chicken,5,11.7,1.9,9,ebike,clear,5.2,low,1,Sun,0.28,30.7
indian,5,15.9,3.0,3,ebike,rain,6.9,low,0,Sun,0.14,47.7
pizza,3,11.7,1.5,1,ebike,clear,5.6,medium,1,Sun,0.14,36.0
mexican,6,12.2,2.2,2,ebike,clear,3.6,medium,2,Sun,0.14,39.9
indian,4,15.6,2.9,6,ebike,clear,7.1,medium,3,Sun,0.14,44.2
noodles,3,10.1,3.9,2,bike,clear,6.8,low,3,Sun,0.28,36.0
sushi,3,14.1,0.6,4,bike,clear,3.5,medium,4,Sun,0.14,36.1
pizza,4,12.0,1.6,7,bike,storm,10.2,medium,4,Sun,0.28,35.2
mexican,5,12.0,5.6,5,ebike,storm,11.7,low,4,Sun,0.14,51.8
noodles,5,10.5,4.9,5,ebike,clear,5.4,low,5,Sun,0.14,35.4
mexican,3,11.6,2.1,12,bike,rain,3.6,low,6,Sun,0.14,34.6
burger,3,8.4,2.2,5,ebike,clear,3.3,medium,7,Sun,0.14,29.3
sushi,1,13.2,2.9,3,ebike,clear,2.4,medium,7,Sun,0.14,35.8
indian,5,15.9,3.0,3,bike,rain,6.7,medium,7,Sun,0.28,50.7
sushi,3,14.1,1.1,6,ebike,clear,5.8,low,8,Sun,0.14,38.6
noodles,4,10.3,3.2,3,ebike,rain,1.9,medium,8,Sun,0.14,39.8
fried_chicken,4,11.5,2.5,4,bike,rain,6.1,medium,8,Sun,0.28,39.0
fried_chicken,3,11.2,3.2,9,bike,clear,11.1,high,9,Sun,0.28,40.2
fried_chicken,4,11.5,4.9,15,ebike,rain,4.5,low,9,Sun,0.42,39.0
indian,3,15.3,1.8,14,ebike,clear,8.6,medium,9,Sun,0.14,41.7
pizza,4,12.0,4.3,2,ebike,clear,4.5,low,9,Sun,0.56,44.9
mexican,4,11.8,3.8,12,ebike,clear,6.1,low,9,Sun,0.69,43.8
burger,4,8.6,2.4,7,ebike,clear,7.8,medium,10,Sun,0.28,28.8
burger,2,8.1,1.9,4,bike,rain,4.4,medium,10,Sun,0.14,32.1
indian,5,15.9,3.3,18,bike,rain,8.3,medium,10,Sun,0.14,53.8
indian,4,15.6,1.9,5,ebike,rain,5.7,high,10,Sun,0.28,42.5
mexican,4,11.8,3.3,5,ebike,clear,6.8,low,10,Sun,0.42,38.8
burger,3,8.4,1.6,2,bike,clear,1.6,medium,10,Sun,0.28,27.4
indian,3,15.3,1.8,4,bike,clear,10.8,medium,10,Sun,0.42,40.8
indian,3,15.3,1.5,0,ebike,storm,9.4,medium,11,Sun,0.28,39.2
fried_chicken,5,11.7,1.7,3,ebike,storm,11.5,low,11,Sun,0.42,34.8
salad,4,7.0,4.3,0,ebike,rain,6.1,medium,11,Sun,0.56,29.4
pizza,3,11.7,3.0,1,ebike,rain,6.5,high,11,Sun,0.56,38.3
mexican,5,12.0,6.7,16,ebike,clear,5.6,high,11,Sun,0.83,53.4
mexican,5,12.0,1.2,2,ebike,rain,6.1,medium,11,Sun,0.69,38.6
noodles,3,10.1,3.2,6,ebike,rain,6.6,medium,11,Sun,0.83,36.5
salad,4,7.0,1.4,4,bike,clear,7.1,low,11,Sun,0.28,23.4
burger,2,8.1,8.1,5,ebike,rain,5.0,medium,11,Sun,0.28,46.2
salad,4,7.0,3.4,7,bike,clear,5.5,medium,11,Sun,0.56,35.0
mexican,3,11.6,2.4,5,ebike,rain,5.5,low,11,Sun,0.42,34.5
fried_chicken,6,11.9,7.8,5,bike,clear,7.4,low,11,Sun,0.56,53.5
noodles,4,10.3,1.6,0,ebike,clear,6.1,medium,11,Sun,0.28,25.9
burger,3,8.4,3.7,4,ebike,rain,5.0,medium,12,Sun,0.14,36.9
salad,3,6.8,3.4,8,ebike,clear,7.7,high,12,Sun,0.42,32.7
pizza,4,12.0,1.3,12,ebike,storm,10.1,low,12,Sun,0.28,28.4
fried_chicken,4,11.5,2.0,8,ebike,clear,6.6,medium,12,Sun,0.56,33.7
fried_chicken,5,11.7,1.6,10,bike,clear,7.1,low,12,Sun,0.14,33.3
mexican,6,12.2,1.7,5,ebike,clear,6.5,high,12,Sun,0.28,37.7
salad,3,6.8,3.9,7,bike,clear,5.0,medium,12,Sun,0.42,32.0
fried_chicken,3,11.2,2.1,10,bike,rain,5.8,low,12,Sun,0.56,39.2
indian,5,15.9,1.0,5,bike,clear,9.6,low,12,Sun,0.69,40.4
pizza,2,11.4,2.3,2,ebike,rain,5.2,low,12,Sun,0.42,32.6
fried_chicken,3,11.2,6.4,4,bike,clear,6.8,low,12,Sun,0.42,48.4
salad,1,6.4,2.3,6,bike,rain,4.4,medium,12,Sun,0.42,25.9
mexican,4,11.8,0.7,0,bike,rain,8.3,medium,12,Sun,0.42,31.4
burger,3,8.4,1.9,7,ebike,storm,11.0,medium,12,Sun,0.56,31.3
fried_chicken,2,10.9,3.2,7,ebike,clear,6.7,low,13,Sun,0.69,36.9
indian,4,15.6,0.5,5,ebike,clear,6.6,low,13,Sun,0.56,36.7
sushi,1,13.2,3.9,4,ebike,rain,7.4,low,13,Sun,0.56,46.8
fried_chicken,3,11.2,3.7,9,ebike,rain,7.3,high,13,Sun,0.56,38.8
salad,1,6.4,3.3,2,bike,clear,8.5,medium,13,Sun,0.69,39.1
salad,3,6.8,3.9,5,ebike,clear,7.8,low,13,Sun,0.28,29.7
burger,4,8.6,2.0,11,ebike,clear,5.1,high,13,Sun,0.28,31.8
mexican,4,11.8,2.5,7,ebike,rain,8.5,low,13,Sun,0.14,34.7
indian,4,15.6,2.6,1,ebike,clear,9.9,high,13,Sun,0.28,46.6
burger,2,8.1,3.3,4,bike,clear,6.1,medium,13,Sun,0.56,34.3
fried_chicken,4,11.5,2.6,5,ebike,clear,4.3,medium,13,Sun,0.42,38.3
salad,1,6.4,2.0,2,ebike,clear,2.9,low,14,Sun,0.14,22.5
noodles,3,10.1,4.0,9,bike,clear,5.8,low,14,Sun,0.28,41.8
pizza,5,12.2,4.3,6,bike,clear,6.9,low,14,Sun,0.28,44.2
noodles,3,10.1,6.7,5,ebike,clear,4.8,low,14,Sun,0.14,43.8
burger,4,8.6,9.4,2,ebike,clear,7.1,medium,15,Sun,0.14,55.1
salad,3,6.8,4.2,2,ebike,clear,3.5,low,15,Sun,0.28,29.1
sushi,2,13.7,0.5,6,ebike,clear,6.3,medium,15,Sun,0.14,32.7
noodles,4,10.3,2.2,16,ebike,clear,8.2,medium,15,Sun,0.42,29.2
burger,4,8.6,6.3,5,ebike,clear,7.2,high,15,Sun,0.56,42.8
mexican,2,11.3,5.3,0,bike,clear,10.6,medium,15,Sun,0.42,48.8
pizza,4,12.0,1.5,16,ebike,clear,4.6,medium,15,Sun,0.56,30.2
sushi,4,14.4,0.9,12,ebike,rain,6.3,low,15,Sun,0.14,34.3
salad,3,6.8,9.7,3,bike,rain,5.4,high,16,Sun,0.28,67.2
pizza,3,11.7,3.3,3,ebike,rain,6.0,low,16,Sun,0.14,39.2
pizza,4,12.0,5.1,5,bike,rain,6.2,medium,16,Sun,0.14,51.4
sushi,2,13.7,7.8,3,bike,rain,7.6,low,16,Sun,0.28,65.2
pizza,3,11.7,5.6,6,ebike,clear,3.3,medium,16,Sun,0.42,46.1
indian,2,14.8,3.6,9,bike,clear,6.2,medium,16,Sun,0.56,45.7
noodles,4,10.3,5.5,2,ebike,storm,9.2,medium,17,Sun,0.42,49.9
pizza,3,11.7,3.4,1,ebike,clear,9.1,medium,17,Sun,0.56,38.1
sushi,1,13.2,1.7,9,bike,clear,5.8,low,17,Sun,0.69,42.4
pizza,3,11.7,1.7,3,ebike,clear,7.4,medium,17,Sun,0.69,34.9
sushi,2,13.7,2.0,5,bike,clear,3.0,medium,17,Sun,0.69,37.8
burger,3,8.4,6.4,4,ebike,clear,6.2,low,17,Sun,0.14,36.9
burger,4,8.6,6.6,7,ebike,clear,9.3,medium,17,Sun,0.28,46.1
burger,3,8.4,6.7,14,bike,clear,6.6,low,18,Sun,0.14,48.1
mexican,4,11.8,2.3,17,bike,rain,6.8,medium,18,Sun,0.42,37.7
indian,4,15.6,4.3,9,ebike,clear,6.7,medium,18,Sun,0.28,49.1
pizza,6,12.4,1.2,4,ebike,clear,5.4,medium,18,Sun,0.56,32.0
fried_chicken,3,11.2,2.4,1,ebike,storm,10.2,medium,18,Sun,0.56,37.4
mexican,3,11.6,4.0,8,ebike,clear,6.8,medium,18,Sun,0.83,42.0
indian,4,15.6,2.3,4,bike,clear,11.2,medium,18,Sun,0.69,48.6
burger,5,8.8,5.0,3,bike,clear,5.4,low,18,Sun,0.14,36.8
fried_chicken,2,10.9,1.3,1,ebike,clear,3.5,high,18,Sun,0.28,31.5
salad,3,6.8,5.5,0,ebike,clear,5.8,medium,19,Sun,0.14,35.0
pizza,4,12.0,3.3,5,ebike,storm,10.7,low,19,Sun,0.28,40.8
fried_chicken,4,11.5,2.3,1,ebike,clear,5.4,high,19,Sun,0.42,36.8
pizza,3,11.7,3.3,8,ebike,clear,8.2,high,19,Sun,0.14,42.8
salad,3,6.8,1.9,2,bike,clear,3.8,medium,19,Sun,0.69,26.8
mexican,5,12.0,4.5,3,ebike,clear,8.9,low,19,Sun,0.56,44.6
indian,6,16.2,2.4,6,ebike,rain,8.2,medium,19,Sun,0.56,45.9
indian,4,15.6,6.2,15,bike,rain,4.3,high,19,Sun,0.83,77.9
fried_chicken,1,10.5,4.0,5,ebike,rain,3.2,low,19,Sun,0.42,33.2
burger,4,8.6,5.1,3,ebike,clear,4.0,low,19,Sun,0.56,35.9
burger,2,8.1,6.2,3,ebike,rain,2.6,medium,19,Sun,0.69,39.7
burger,4,8.6,0.9,3,bike,clear,5.8,high,20,Sun,0.28,28.0
mexican,2,11.3,3.1,2,bike,clear,5.6,low,20,Sun,0.28,39.8
mexican,5,12.0,1.5,6,ebike,storm,7.9,low,20,Sun,0.14,38.0
burger,4,8.6,1.7,5,ebike,clear,2.7,medium,20,Sun,0.56,26.3
sushi,2,13.7,3.1,13,ebike,clear,7.8,low,20,Sun,0.42,38.8
indian,4,15.6,2.4,3,bike,rain,3.1,low,20,Sun,0.69,51.7
pizza,5,12.2,5.5,6,ebike,clear,2.4,medium,20,Sun,0.56,44.4
sushi,4,14.4,2.0,9,ebike,storm,8.6,low,20,Sun,0.83,45.3
mexican,3,11.6,1.6,4,ebike,clear,4.2,medium,20,Sun,0.56,26.9
indian,3,15.3,1.3,2,ebike,rain,6.1,medium,20,Sun,0.28,39.9
sushi,1,13.2,6.1,9,bike,clear,2.8,medium,20,Sun,0.28,56.2
fried_chicken,3,11.2,7.2,16,bike,rain,5.4,low,21,Sun,0.42,58.8
sushi,4,14.4,4.1,5,ebike,clear,3.4,medium,21,Sun,0.14,45.4
burger,4,8.6,3.6,7,ebike,clear,6.6,medium,21,Sun,0.28,29.0
burger,3,8.4,1.9,4,bike,clear,8.6,medium,21,Sun,0.14,29.5
sushi,3,14.1,2.1,6,ebike,clear,6.4,low,22,Sun,0.14,43.2
burger,5,8.8,2.6,13,bike,clear,3.3,medium,23,Sun,0.14,29.5
noodles,4,10.3,3.6,1,bike,storm,8.2,low,23,Sun,0.28,43.6
indian,3,15.3,6.9,5,ebike,clear,2.5,medium,23,Sun,0.14,55.0
fried_chicken,4,11.5,2.4,8,bike,clear,9.0,medium,0,Mon,0.14,37.5
indian,4,15.6,5.4,4,bike,clear,7.5,low,0,Mon,0.28,56.6
pizza,3,11.7,1.4,2,ebike,clear,0.6,low,0,Mon,0.28,31.3
salad,2,6.6,3.9,3,bike,clear,7.3,low,1,Mon,0.14,28.3
indian,4,15.6,4.3,12,bike,clear,4.1,medium,2,Mon,0.14,48.9
salad,2,6.6,4.3,2,bike,clear,6.9,medium,3,Mon,0.14,33.6
sushi,2,13.7,2.4,13,bike,clear,6.4,medium,4,Mon,0.14,35.0
salad,1,6.4,3.1,8,ebike,clear,7.5,high,5,Mon,0.14,29.6
indian,4,15.6,2.3,6,bike,clear,3.6,low,5,Mon,0.14,44.7
noodles,1,9.4,2.3,10,ebike,clear,3.1,low,6,Mon,0.14,26.3
mexican,3,11.6,1.0,15,ebike,rain,7.0,medium,6,Mon,0.28,27.7
burger,5,8.8,2.8,3,bike,clear,1.4,medium,6,Mon,0.42,30.6
indian,5,15.9,2.1,0,ebike,clear,8.1,medium,6,Mon,0.14,39.1
pizza,4,12.0,6.0,7,ebike,clear,6.0,medium,7,Mon,0.14,43.6
fried_chicken,4,11.5,1.6,2,bike,rain,3.6,medium,7,Mon,0.28,35.6
pizza,4,12.0,3.0,1,ebike,clear,6.0,low,7,Mon,0.14,36.2
mexican,5,12.0,2.9,5,ebike,clear,6.6,low,7,Mon,0.28,38.8
pizza,4,12.0,5.3,3,ebike,clear,2.3,high,8,Mon,0.14,41.9
indian,3,15.3,3.1,5,bike,clear,5.3,medium,8,Mon,0.28,45.6
pizza,3,11.7,2.4,4,ebike,clear,8.9,low,8,Mon,0.28,35.5
indian,6,16.2,2.9,8,ebike,clear,5.5,medium,9,Mon,0.28,43.2
pizza,4,12.0,5.1,9,ebike,clear,7.1,medium,10,Mon,0.14,41.5
mexican,3,11.6,2.9,10,bike,storm,7.5,low,10,Mon,0.28,38.5
salad,3,6.8,4.6,2,bike,rain,6.6,medium,10,Mon,0.14,40.9
burger,3,8.4,2.3,3,ebike,rain,3.6,low,10,Mon,0.14,29.0
fried_chicken,4,11.5,1.9,20,ebike,clear,10.9,medium,10,Mon,0.28,27.4
burger,3,8.4,5.7,0,ebike,storm,10.6,low,10,Mon,0.14,34.2
noodles,6,10.7,4.3,2,ebike,clear,5.2,medium,11,Mon,0.14,37.9
noodles,3,10.1,2.1,3,bike,clear,2.8,medium,11,Mon,0.14,29.7
noodles,3,10.1,4.0,6,ebike,storm,13.3,medium,11,Mon,0.28,40.4
mexican,4,11.8,2.3,1,ebike,clear,5.1,medium,12,Mon,0.14,38.5
pizza,4,12.0,2.2,23,bike,clear,5.0,medium,12,Mon,0.28,35.1
salad,2,6.6,2.6,6,bike,clear,8.0,medium,12,Mon,0.14,24.5
burger,4,8.6,3.6,0,bike,clear,6.8,medium,12,Mon,0.28,37.3
mexican,4,11.8,3.8,3,bike,rain,8.1,medium,12,Mon,0.14,39.3
noodles,3,10.1,4.4,13,bike,clear,5.7,low,13,Mon,0.14,37.3
indian,4,15.6,8.9,8,bike,clear,8.1,high,13,Mon,0.28,78.5
fried_chicken,5,11.7,3.6,4,bike,rain,4.9,low,13,Mon,0.28,41.9
burger,5,8.8,1.1,5,ebike,clear,7.3,medium,13,Mon,0.42,24.0
mexican,3,11.6,5.7,1,bike,clear,5.6,medium,13,Mon,0.14,51.1
burger,2,8.1,2.2,7,ebike,clear,6.7,low,13,Mon,0.28,29.2
burger,4,8.6,1.9,1,ebike,clear,6.9,medium,13,Mon,0.14,31.6
fried_chicken,3,11.2,3.5,10,ebike,rain,11.7,low,14,Mon,0.28,39.8
fried_chicken,5,11.7,2.4,11,bike,clear,3.4,medium,14,Mon,0.14,39.6
indian,6,16.2,1.1,5,bike,clear,4.5,low,14,Mon,0.28,38.8
indian,5,15.9,6.7,4,ebike,rain,5.8,high,14,Mon,0.42,61.7
sushi,4,14.4,3.1,8,ebike,clear,4.6,medium,14,Mon,0.28,39.4
noodles,3,10.1,3.4,1,ebike,rain,8.5,low,15,Mon,0.14,33.7
indian,5,15.9,4.1,9,ebike,clear,8.8,low,15,Mon,0.28,49.5
mexican,4,11.8,4.8,2,bike,clear,6.6,medium,15,Mon,0.14,48.1
indian,5,15.9,2.3,1,ebike,rain,9.3,high,15,Mon,0.28,44.8
fried_chicken,4,11.5,3.6,4,bike,clear,5.4,medium,15,Mon,0.28,40.9
pizza,4,12.0,2.9,1,ebike,rain,3.5,medium,15,Mon,0.42,37.7
fried_chicken,5,11.7,5.6,1,ebike,rain,7.0,medium,15,Mon,0.28,49.7
pizza,5,12.2,1.9,7,bike,clear,9.0,medium,16,Mon,0.28,37.1
fried_chicken,3,11.2,2.6,3,bike,rain,10.6,high,16,Mon,0.28,36.5
mexican,5,12.0,4.9,6,bike,clear,5.0,low,16,Mon,0.28,43.7
sushi,1,13.2,0.4,16,ebike,clear,5.9,high,16,Mon,0.28,28.5
indian,5,15.9,3.3,3,ebike,rain,3.7,medium,16,Mon,0.28,46.1
sushi,3,14.1,2.5,2,ebike,clear,7.7,medium,16,Mon,0.42,44.5
sushi,3,14.1,2.2,2,ebike,clear,7.0,low,16,Mon,0.28,40.6
mexican,6,12.2,1.2,1,ebike,rain,11.5,medium,17,Mon,0.14,30.0
burger,3,8.4,1.4,7,bike,clear,6.6,medium,17,Mon,0.14,25.8
salad,3,6.8,5.8,17,ebike,storm,8.5,medium,17,Mon,0.14,41.8
noodles,3,10.1,1.9,6,bike,storm,13.7,low,18,Mon,0.28,34.7
fried_chicken,6,11.9,1.9,6,bike,rain,10.0,low,18,Mon,0.28,39.0
mexican,3,11.6,2.7,3,bike,clear,4.2,high,18,Mon,0.28,42.0
burger,3,8.4,3.3,2,bike,clear,12.4,low,18,Mon,0.42,33.7
burger,5,8.8,4.0,2,ebike,clear,5.2,low,18,Mon,0.56,35.5
salad,3,6.8,8.0,9,bike,rain,5.5,medium,18,Mon,0.83,60.3
sushi,2,13.7,5.0,0,bike,clear,7.2,medium,18,Mon,0.69,54.1
fried_chicken,5,11.7,8.3,6,ebike,clear,8.0,high,18,Mon,0.28,58.2
burger,4,8.6,3.3,6,bike,clear,7.0,low,18,Mon,0.42,33.0
sushi,2,13.7,1.6,5,ebike,clear,0.7,high,18,Mon,0.42,42.3
fried_chicken,5,11.7,6.4,6,ebike,clear,2.2,medium,19,Mon,0.14,41.2
mexican,3,11.6,4.1,10,bike,clear,9.2,low,19,Mon,0.14,42.5
fried_chicken,3,11.2,1.4,18,ebike,clear,3.1,low,19,Mon,0.28,31.1
burger,4,8.6,3.5,4,ebike,clear,7.3,medium,19,Mon,0.42,32.5
salad,1,6.4,3.2,16,bike,storm,15.4,medium,19,Mon,0.83,40.0
burger,4,8.6,5.8,5,bike,clear,6.9,low,19,Mon,0.69,48.7
noodles,3,10.1,2.2,0,ebike,storm,10.0,low,19,Mon,0.56,38.5
burger,3,8.4,1.1,4,bike,clear,4.6,low,19,Mon,0.83,28.8
burger,2,8.1,1.7,9,bike,rain,6.8,medium,19,Mon,0.56,22.9
salad,1,6.4,4.7,7,bike,clear,6.8,high,19,Mon,0.69,40.6
pizza,5,12.2,1.8,7,bike,storm,6.9,high,19,Mon,0.83,45.6
pizza,2,11.4,1.1,4,bike,clear,2.0,medium,19,Mon,0.69,36.4
indian,6,16.2,7.5,9,ebike,storm,10.9,low,19,Mon,0.28,66.1
noodles,4,10.3,5.0,3,ebike,rain,0.2,high,19,Mon,0.28,43.2
pizza,3,11.7,2.1,1,bike,rain,6.1,medium,20,Mon,0.14,38.7
fried_chicken,3,11.2,6.0,0,ebike,storm,8.4,low,20,Mon,0.14,44.7
pizza,4,12.0,3.8,15,bike,rain,2.1,high,21,Mon,0.14,50.6
burger,5,8.8,5.8,5,bike,clear,3.8,medium,21,Mon,0.14,42.1
mexican,4,11.8,4.2,2,bike,rain,3.4,medium,22,Mon,0.14,46.4
noodles,3,10.1,4.6,7,ebike,storm,9.1,medium,22,Mon,0.14,41.0
mexican,3,11.6,1.9,5,bike,storm,7.6,low,22,Mon,0.28,34.8
indian,3,15.3,2.4,7,ebike,rain,6.6,low,23,Mon,0.14,42.5
salad,1,6.4,2.3,4,ebike,clear,3.2,low,23,Mon,0.28,26.7
burger,4,8.6,2.8,15,ebike,clear,2.8,medium,0,Tue,0.14,28.4
mexican,6,12.2,5.2,1,ebike,rain,6.9,low,0,Tue,0.14,43.6
pizza,4,12.0,5.2,3,bike,clear,7.2,low,0,Tue,0.14,46.8
indian,3,15.3,2.4,3,ebike,clear,4.9,low,1,Tue,0.14,41.2
fried_chicken,4,11.5,2.1,8,bike,rain,4.8,medium,2,Tue,0.14,35.7
indian,3,15.3,2.5,1,bike,clear,5.3,high,2,Tue,0.14,47.3
pizza,6,12.4,3.0,2,ebike,rain,2.8,medium,3,Tue,0.14,38.9
mexican,2,11.3,2.9,2,bike,clear,6.4,medium,3,Tue,0.14,41.1
pizza,5,12.2,3.6,4,ebike,rain,5.2,medium,3,Tue,0.42,39.1
indian,3,15.3,1.5,1,bike,clear,4.3,medium,3,Tue,0.28,42.0
sushi,1,13.2,2.0,7,ebike,clear,4.1,high,4,Tue,0.14,33.4
mexican,2,11.3,1.4,2,bike,clear,6.8,medium,4,Tue,0.28,32.9
sushi,3,14.1,6.9,5,ebike,clear,3.7,medium,4,Tue,0.14,52.1
fried_chicken,4,11.5,2.1,3,ebike,clear,7.5,medium,5,Tue,0.14,33.1
mexican,5,12.0,4.7,2,ebike,clear,6.2,medium,6,Tue,0.14,41.3
burger,2,8.1,5.0,4,ebike,clear,6.4,medium,6,Tue,0.42,32.3
indian,4,15.6,2.5,5,bike,storm,9.1,low,6,Tue,0.28,44.0
fried_chicken,2,10.9,0.7,10,bike,rain,10.3,low,7,Tue,0.14,26.4
fried_chicken,5,11.7,1.8,3,ebike,clear,5.2,low,7,Tue,0.14,28.2
fried_chicken,6,11.9,4.6,4,ebike,clear,3.7,medium,7,Tue,0.28,42.9
mexican,4,11.8,2.2,9,ebike,clear,5.3,medium,7,Tue,0.42,34.0
mexican,5,12.0,3.5,0,bike,rain,5.9,low,8,Tue,0.14,45.8
sushi,1,13.2,1.4,11,ebike,storm,11.7,high,8,Tue,0.28,34.7
sushi,2,13.7,4.3,4,bike,clear,3.9,low,8,Tue,0.42,48.6
burger,3,8.4,6.5,4,ebike,clear,3.9,low,8,Tue,0.14,37.3
mexican,5,12.0,1.9,11,bike,clear,10.2,medium,9,Tue,0.14,37.5
pizza,3,11.7,3.3,6,bike,clear,5.8,medium,9,Tue,0.28,39.7
sushi,4,14.4,7.3,2,ebike,clear,7.3,medium,9,Tue,0.42,57.7
burger,5,8.8,4.8,3,ebike,rain,6.3,low,10,Tue,0.56,38.5
pizza,4,12.0,4.4,1,ebike,rain,6.0,high,10,Tue,0.42,47.3
pizza,4,12.0,2.4,2,ebike,clear,5.5,low,10,Tue,0.56,35.7
fried_chicken,5,11.7,0.6,1,ebike,rain,5.2,low,10,Tue,0.14,26.0
fried_chicken,5,11.7,1.7,9,bike,clear,3.4,medium,10,Tue,0.28,35.9
fried_chicken,5,11.7,6.2,0,ebike,clear,8.7,medium,10,Tue,0.42,52.9
mexican,3,11.6,2.2,5,bike,rain,5.4,low,10,Tue,0.56,34.5
mexican,6,12.2,2.0,3,ebike,rain,6.1,low,11,Tue,0.14,34.6
indian,6,16.2,2.2,3,bike,clear,6.0,medium,11,Tue,0.28,42.2
