monthly_rent_dkk,fair_value_dkk,asking_start_dkk,accepted_discount_pct,time_on_market_days,price_cuts,month_listed,listing_channel,neighbourhood,type,floor_area_m2,furnished,utilities_included,bathroom_private,kitchen_private,lease_flex,deposit_months,building_year,energy_rating,floor,total_floors,elevator,distance_to_centre_km,distance_to_AAU_km,commute_time_bus_min,market_tightness
3400.0,3400.0,3498.0,0.028,25,1,5,private_portal,Øgadekvarteret,studio,30.6,0,1,1,0,fixed,3,1965,F,3,5,0,1.96,3.49,25.3,1.01
5130.0,5017.0,5130.0,0.0,0,0,2,private_portal,Øgadekvarteret,1br,38.9,1,0,1,1,open-ended,2,1994,E,4,4,0,0.85,2.95,17.5,0.97
8034.0,7500.0,8034.0,0.0,6,0,8,studiebolig_central,Centrum,2br,63.9,0,0,1,1,fixed,2,1999,E,0,5,0,0.2,3.61,22.5,1.08
5000.0,5000.0,5000.0,0.0,10,0,5,studiebolig_central,Aalborg Øst,1br,50.6,0,0,1,1,fixed,2,1971,F,2,2,0,3.7,1.27,14.2,1.01
3524.0,3400.0,3709.0,0.0499,21,1,7,private_portal,Skalborg,studio,34.6,1,0,1,1,open-ended,3,2013,C,1,2,0,4.99,5.5,27.2,1.04
5547.0,5529.0,5547.0,0.0,0,0,6,studiebolig_central,Øgadekvarteret,1br,46.3,0,0,1,1,fixed,1,1969,F,2,6,1,0.83,3.79,22.6,1.03
2690.0,2600.0,2690.0,0.0,6,0,7,studiebolig_central,Vestbyen,shared_room,23.1,0,0,0,0,fixed,2,1985,D,0,2,0,1.11,6.08,25.8,1.04
5804.0,5689.0,5804.0,0.0,1,0,3,studiebolig_central,Centrum,1br,50.5,0,1,0,1,fixed,2,1985,D,2,7,0,1.3,3.41,17.8,0.99
2726.0,2600.0,2726.0,0.0,11,0,4,studiebolig_central,Vestbyen,shared_room,19.6,1,0,1,0,fixed,3,1990,D,1,4,0,2.19,3.75,21.8,1.0
2600.0,2600.0,2666.0,0.0248,13,1,1,private_portal,Vestbyen,shared_room,20.5,1,1,1,1,fixed,3,2003,E,1,2,1,1.2,4.68,21.0,0.96
2717.0,2600.0,2717.0,0.0,6,0,6,private_portal,Nørresundby,shared_room,17.8,0,0,0,1,open-ended,3,1970,G,4,4,0,1.38,4.2,26.9,1.03
2709.0,2600.0,2709.0,0.0,3,0,7,studiebolig_central,Skalborg,dorm_room,16.0,1,1,1,1,fixed,2,1976,F,0,3,0,5.34,6.23,28.6,1.04
3579.0,3400.0,3662.0,0.0227,54,1,8,private_portal,Nørresundby,studio,31.9,1,0,1,1,fixed,3,1993,C,3,4,1,2.08,4.42,26.3,1.08
2600.0,2600.0,2676.0,0.0284,14,1,3,private_portal,Øgadekvarteret,dorm_room,18.2,1,1,1,1,open-ended,2,1950,G,0,5,0,1.15,3.32,20.1,0.99
4322.0,4040.0,4322.0,0.0,12,0,7,studiebolig_central,Øgadekvarteret,studio,41.3,1,1,0,1,open-ended,2,2019,C,0,5,1,2.12,3.19,19.0,1.04
6359.0,6184.0,6359.0,0.0,8,0,9,studiebolig_central,Centrum,1br,50.1,0,0,0,1,fixed,3,1970,E,2,6,0,0.36,3.69,25.6,1.04
6010.0,5786.0,6284.0,0.0436,27,1,3,private_portal,Hasseris,1br,42.4,0,1,1,1,open-ended,4,1995,E,0,2,0,3.45,3.9,26.9,0.99
2653.0,2600.0,2653.0,0.0,0,0,1,private_portal,Vestbyen,shared_room,20.6,0,1,1,1,fixed,3,1974,F,0,3,0,1.24,4.59,26.6,0.96
2922.0,2922.0,2922.0,0.0,5,0,5,studiebolig_central,Centrum,shared_room,26.8,0,0,1,0,fixed,2,1991,D,3,5,0,0.84,3.49,22.1,1.01
2600.0,2600.0,2664.0,0.024,31,1,8,private_portal,Hasseris,shared_room,22.2,0,0,0,0,open-ended,3,1987,F,1,3,0,2.47,4.51,29.4,1.08
3400.0,3400.0,3420.0,0.0058,11,1,7,private_portal,Nørresundby,studio,25.4,0,0,1,1,open-ended,3,2013,C,2,2,0,1.53,4.46,22.7,1.04
12779.0,12519.0,13292.0,0.0386,28,1,8,private_portal,Øgadekvarteret,2br,94.0,0,0,1,1,open-ended,2,1954,F,1,4,0,0.95,3.23,20.6,1.08
2684.0,2600.0,2832.0,0.0523,13,1,1,studiebolig_central,Nørresundby,dorm_room,12.3,1,1,1,1,fixed,2,2017,A,2,2,1,2.49,5.03,30.0,0.96
2648.0,2600.0,2648.0,0.0,7,0,8,studiebolig_central,Vestbyen,shared_room,12.0,1,1,1,0,fixed,3,2005,B,3,4,0,1.22,4.42,30.9,1.08
3812.0,3696.0,3949.0,0.0347,36,1,1,private_portal,Vestbyen,studio,34.6,1,0,1,1,fixed,3,1957,E,3,3,0,1.21,4.04,19.9,0.96
7500.0,7500.0,7818.0,0.0407,16,1,2,private_portal,Vestbyen,2br,66.5,1,1,1,1,open-ended,3,1958,E,4,4,0,2.48,4.38,21.3,0.97
3838.0,3829.0,3838.0,0.0,2,0,1,private_portal,Centrum,studio,35.1,1,0,1,0,open-ended,2,1973,F,0,5,1,0.72,3.39,20.7,0.96
2729.0,2600.0,2848.0,0.0418,26,1,4,studiebolig_central,Aalborg Øst,dorm_room,16.5,1,0,1,0,fixed,4,2010,B,2,2,1,3.74,2.32,14.9,1.0
2665.0,2600.0,2762.0,0.0351,60,1,4,studiebolig_central,Skalborg,shared_room,14.7,1,1,0,0,open-ended,2,1995,C,1,2,0,5.22,5.93,30.0,1.0
4179.0,4074.0,4374.0,0.0446,15,1,2,private_portal,Øgadekvarteret,studio,39.1,0,1,1,1,fixed,2,1991,E,4,6,1,1.33,2.66,19.5,0.97
7680.0,7500.0,7680.0,0.0,30,0,1,studiebolig_central,Skalborg,2br,68.7,0,0,0,1,fixed,3,1994,C,2,2,0,4.02,6.41,29.9,0.96
2710.0,2710.0,2710.0,0.0,0,0,7,studiebolig_central,Øgadekvarteret,dorm_room,24.3,1,1,1,1,fixed,2,2016,A,5,6,1,2.56,4.26,19.3,1.04
2612.0,2600.0,2770.0,0.057,35,1,8,private_portal,Nørresundby,dorm_room,20.9,1,1,1,0,fixed,4,1966,F,0,3,0,2.0,4.11,25.3,1.08
3400.0,3400.0,3400.0,0.0,0,0,5,studiebolig_central,Øgadekvarteret,studio,30.9,1,1,0,0,fixed,4,1990,D,1,5,0,2.22,3.45,18.0,1.01
2600.0,2600.0,2600.0,0.0,0,0,6,private_portal,Centrum,shared_room,22.9,1,0,0,1,fixed,3,2004,E,4,5,1,0.96,3.58,17.2,1.03
3406.0,3400.0,3616.0,0.0581,21,1,7,private_portal,Øgadekvarteret,studio,26.1,0,1,1,0,open-ended,3,1990,D,4,4,0,1.27,3.08,22.5,1.04
3416.0,3400.0,3416.0,0.0,12,0,1,studiebolig_central,Aalborg Øst,studio,36.4,1,0,1,1,fixed,2,1990,C,0,2,0,4.53,2.14,17.5,0.96
7500.0,7500.0,7500.0,0.0,13,0,4,private_portal,Aalborg Øst,2br,65.4,0,0,1,1,open-ended,2,2018,B,1,2,0,3.55,1.48,16.7,1.0
7500.0,7500.0,7886.0,0.0489,46,1,7,studiebolig_central,Skalborg,2br,54.7,0,0,1,1,fixed,2,1967,E,1,2,1,4.91,6.48,35.6,1.04
2616.0,2600.0,2616.0,0.0,0,0,3,studiebolig_central,Centrum,dorm_room,13.0,0,1,1,1,open-ended,2,2007,B,0,4,0,0.2,3.22,18.0,0.99
3626.0,3583.0,3626.0,0.0,2,0,1,private_portal,Vestbyen,studio,37.7,0,1,1,1,fixed,4,1955,F,1,3,0,1.95,3.98,21.5,0.96
5052.0,5000.0,5052.0,0.0,7,0,5,private_portal,Nørresundby,1br,54.3,1,1,1,0,fixed,4,1959,E,0,4,0,2.59,3.77,27.0,1.01
2600.0,2600.0,2600.0,0.0,1,0,8,private_portal,Centrum,dorm_room,21.0,1,1,1,0,open-ended,3,2001,D,0,5,0,1.16,3.37,24.5,1.08
3400.0,3400.0,3559.0,0.0447,25,1,8,studiebolig_central,Øgadekvarteret,studio,20.0,1,0,1,1,open-ended,2,1989,E,3,3,0,1.29,3.32,23.5,1.08
13136.0,13136.0,13136.0,0.0,0,0,5,private_portal,Hasseris,2br,87.9,0,0,1,1,open-ended,4,1968,E,0,4,1,2.05,3.79,18.8,1.01
2670.0,2600.0,2758.0,0.0319,60,1,3,private_portal,Skalborg,dorm_room,12.0,0,1,1,0,open-ended,2,1941,G,1,2,0,4.39,6.47,35.2,0.99
4785.0,4785.0,4785.0,0.0,5,0,6,studiebolig_central,Centrum,studio,38.9,1,0,1,1,open-ended,3,2019,B,4,6,1,0.85,3.98,20.6,1.03
3842.0,3837.0,3842.0,0.0,2,0,1,studiebolig_central,Øgadekvarteret,studio,32.8,1,1,0,0,fixed,3,2021,A,1,5,0,2.02,3.52,22.1,0.96
5722.0,5722.0,5722.0,0.0,2,0,7,studiebolig_central,Øgadekvarteret,1br,64.4,0,1,1,0,fixed,2,1992,C,2,4,1,2.86,3.08,16.1,1.04
2600.0,2600.0,2600.0,0.0,1,0,9,private_portal,Øgadekvarteret,shared_room,22.2,1,1,0,1,open-ended,3,1990,D,3,3,0,2.1,3.81,25.9,1.04
2653.0,2600.0,2813.0,0.0569,19,1,5,private_portal,Aalborg Øst,dorm_room,19.0,0,1,1,0,open-ended,3,2015,A,4,4,0,5.24,0.95,15.5,1.01
8416.0,8809.0,8917.0,0.0562,22,1,2,studiebolig_central,Centrum,2br,72.5,0,0,1,1,fixed,3,2021,C,2,3,0,1.95,3.74,23.6,0.97
2600.0,2600.0,2600.0,0.0,3,0,3,private_portal,Vestbyen,dorm_room,19.9,0,1,0,0,fixed,4,1949,F,1,2,1,2.05,4.05,21.3,0.99
3465.0,3400.0,3668.0,0.0553,16,1,1,private_portal,Nørresundby,studio,28.0,0,0,1,1,open-ended,2,1977,E,2,3,0,0.98,4.33,22.9,0.96
6840.0,6840.0,6840.0,0.0,1,0,3,studiebolig_central,Hasseris,studio,50.2,1,0,1,1,fixed,4,1980,D,2,2,0,2.32,4.66,18.9,0.99
2668.0,2600.0,2771.0,0.0372,60,1,6,private_portal,Skalborg,shared_room,19.7,1,0,1,1,fixed,2,2007,D,2,2,0,4.88,6.42,28.3,1.03
3400.0,3400.0,3573.0,0.0484,13,1,4,private_portal,Centrum,studio,31.7,1,0,1,1,fixed,3,1992,D,4,5,1,0.2,4.46,23.1,1.0
3641.0,3400.0,3641.0,0.0,25,0,8,studiebolig_central,Nørresundby,studio,30.8,0,1,0,1,fixed,4,1966,F,1,2,0,1.86,5.41,29.9,1.08
2662.0,2600.0,2662.0,0.0,2,0,8,studiebolig_central,Øgadekvarteret,shared_room,25.8,1,0,0,0,fixed,2,1990,E,1,4,0,1.75,3.15,21.5,1.08
7551.0,7551.0,7551.0,0.0,7,0,9,private_portal,Vestbyen,2br,78.7,0,0,1,1,fixed,3,1974,F,1,3,0,1.99,4.39,27.8,1.04
7893.0,7500.0,7893.0,0.0,2,0,7,studiebolig_central,Aalborg Øst,2br,64.1,0,1,1,1,fixed,4,1995,C,1,2,0,4.27,0.88,13.7,1.04
8399.0,8399.0,8399.0,0.0,1,0,2,private_portal,Centrum,2br,66.1,1,0,1,1,fixed,3,1959,E,0,4,1,1.08,3.88,26.2,0.97
2648.0,2600.0,2648.0,0.0,7,0,1,private_portal,Vestbyen,shared_room,24.2,1,0,1,0,fixed,2,1982,E,3,4,0,1.76,3.85,23.7,0.96
5079.0,5120.0,5184.0,0.0203,12,1,6,private_portal,Centrum,studio,41.3,0,1,1,1,open-ended,3,2002,E,5,6,1,0.87,4.74,22.8,1.03
9704.0,9556.0,9957.0,0.0254,28,1,5,studiebolig_central,Hasseris,2br,61.7,1,0,1,1,open-ended,2,2003,D,0,3,0,1.65,3.69,26.4,1.01
2714.0,2600.0,2714.0,0.0,18,0,8,private_portal,Vestbyen,dorm_room,13.1,1,1,1,0,fixed,4,1959,F,0,3,1,1.86,3.73,23.8,1.08
3400.0,3400.0,3400.0,0.0,3,0,2,studiebolig_central,Skalborg,studio,30.8,0,0,0,1,fixed,4,2006,B,0,2,0,4.56,6.32,33.3,0.97
2600.0,2600.0,2600.0,0.0,6,0,8,private_portal,Centrum,shared_room,25.6,0,1,1,0,open-ended,3,1968,F,4,5,1,0.24,3.92,28.8,1.08
9358.0,9358.0,9358.0,0.0,2,0,1,studiebolig_central,Centrum,2br,74.9,0,0,1,1,fixed,3,1959,F,4,4,1,0.39,4.23,21.3,0.96
2710.0,2600.0,2830.0,0.0424,52,1,4,studiebolig_central,Vestbyen,dorm_room,17.4,1,1,0,1,fixed,3,1972,G,1,3,0,1.72,4.83,20.4,1.0
2684.0,2600.0,2684.0,0.0,10,0,5,private_portal,Nørresundby,dorm_room,16.5,1,1,1,1,open-ended,3,1990,E,2,2,0,1.17,4.34,22.7,1.01
2600.0,2600.0,2600.0,0.0,0,0,8,private_portal,Vestbyen,dorm_room,22.6,1,1,0,1,fixed,3,2001,D,0,3,0,0.9,4.7,28.6,1.08
6281.0,6169.0,6281.0,0.0,2,0,6,studiebolig_central,Øgadekvarteret,1br,60.9,1,0,0,1,fixed,3,2005,D,3,6,0,1.27,3.04,17.4,1.03
3400.0,3400.0,3469.0,0.0199,20,1,6,private_portal,Nørresundby,studio,29.8,0,1,1,0,open-ended,3,2019,C,1,3,0,2.03,3.98,22.6,1.03
2832.0,2600.0,3018.0,0.0616,60,1,6,private_portal,Nørresundby,dorm_room,26.5,1,0,0,0,open-ended,1,1974,E,0,2,0,1.53,4.9,28.5,1.03
9372.0,8780.0,9372.0,0.0,8,0,6,private_portal,Centrum,1br,64.0,0,1,1,1,fixed,4,1976,E,4,4,0,0.48,2.8,15.4,1.03
10357.0,10100.0,10357.0,0.0,1,0,4,private_portal,Centrum,2br,82.2,1,0,1,1,open-ended,3,1975,F,3,6,0,0.2,3.03,17.5,1.0
5027.0,4698.0,5027.0,0.0,13,0,4,studiebolig_central,Hasseris,studio,41.1,1,0,1,1,fixed,3,1983,E,2,5,0,2.87,4.54,25.0,1.0
3423.0,3400.0,3423.0,0.0,1,0,5,studiebolig_central,Vestbyen,studio,28.0,0,0,1,1,fixed,2,1949,F,0,2,0,1.19,4.17,21.6,1.01
5769.0,5764.0,6137.0,0.06,13,1,3,private_portal,Vestbyen,1br,57.3,1,0,1,1,fixed,2,1966,F,1,2,0,0.75,4.12,23.3,0.99
3403.0,3400.0,3403.0,0.0,6,0,6,studiebolig_central,Centrum,studio,26.2,0,1,1,1,fixed,3,1985,E,3,6,0,0.73,2.95,17.1,1.03
5311.0,5000.0,5311.0,0.0,3,0,8,studiebolig_central,Aalborg Øst,1br,40.8,0,1,1,1,open-ended,1,1979,D,0,2,0,4.51,1.53,18.1,1.08
2899.0,2750.0,2899.0,0.0,6,0,7,private_portal,Vestbyen,shared_room,26.0,1,1,0,1,fixed,3,2016,A,1,3,0,2.45,3.11,16.0,1.04
9224.0,8878.0,9451.0,0.024,22,1,2,studiebolig_central,Centrum,2br,82.5,0,0,1,1,fixed,3,1959,F,5,7,1,1.24,3.85,22.0,0.97
5062.0,5196.0,5362.0,0.0559,16,1,5,studiebolig_central,Skalborg,1br,67.9,1,0,1,1,fixed,3,1965,F,0,2,1,5.63,5.59,24.4,1.01
3400.0,3400.0,3400.0,0.0,2,0,8,private_portal,Aalborg Øst,studio,35.2,0,1,1,0,fixed,3,1999,D,2,2,0,4.78,0.54,11.3,1.08
4831.0,4857.0,5049.0,0.0432,14,1,9,studiebolig_central,Centrum,studio,44.3,0,0,1,1,fixed,2,1973,E,2,2,1,0.59,3.66,23.1,1.04
3400.0,3400.0,3489.0,0.0255,18,1,8,private_portal,Aalborg Øst,studio,28.1,1,1,1,1,open-ended,2,1974,F,2,2,0,4.24,1.18,15.7,1.08
8128.0,7715.0,8128.0,0.0,13,0,5,studiebolig_central,Øgadekvarteret,1br,62.9,0,0,1,1,fixed,2,2017,A,2,3,0,0.22,2.32,18.2,1.01
4289.0,4021.0,4289.0,0.0,0,0,8,studiebolig_central,Øgadekvarteret,studio,36.7,1,1,1,1,fixed,3,2013,C,3,3,0,1.9,3.16,21.8,1.08
5000.0,5000.0,5164.0,0.0318,16,1,7,studiebolig_central,Øgadekvarteret,1br,32.0,0,0,0,1,fixed,3,1951,G,2,5,0,2.34,3.51,25.0,1.04
2713.0,2600.0,2713.0,0.0,4,0,7,studiebolig_central,Aalborg Øst,shared_room,19.5,1,1,0,0,fixed,2,1956,G,0,4,0,4.53,1.67,18.2,1.04
4127.0,4127.0,4127.0,0.0,4,0,5,private_portal,Centrum,studio,32.9,0,1,1,1,open-ended,3,1961,E,2,4,1,0.2,3.7,24.3,1.01
5505.0,5472.0,5779.0,0.0474,16,1,2,private_portal,Centrum,studio,42.6,1,1,1,1,open-ended,3,2018,A,4,5,1,0.73,3.34,20.6,0.97
2854.0,2776.0,2935.0,0.0276,34,1,7,private_portal,Nørresundby,shared_room,31.0,1,1,1,1,open-ended,4,1975,F,0,3,0,2.37,4.7,23.9,1.04
3868.0,3820.0,3868.0,0.0,0,0,1,private_portal,Centrum,studio,37.1,1,0,1,1,open-ended,2,1954,F,1,5,1,0.94,3.25,20.6,0.96
2748.0,2600.0,2748.0,0.0,0,0,2,private_portal,Øgadekvarteret,dorm_room,12.0,1,1,1,0,open-ended,3,1998,D,2,3,1,2.68,3.16,19.8,0.97
2600.0,2600.0,2600.0,0.0,8,0,1,studiebolig_central,Centrum,dorm_room,14.2,1,1,0,0,open-ended,2,1985,E,3,6,0,0.5,3.07,18.1,0.96
3913.0,3979.0,4108.0,0.0475,25,1,6,studiebolig_central,Hasseris,studio,30.3,0,1,1,1,open-ended,3,2000,C,1,2,0,3.11,4.76,27.9,1.03
6418.0,6418.0,6418.0,0.0,0,0,5,private_portal,Vestbyen,1br,54.9,1,1,1,1,open-ended,3,1990,E,4,4,0,1.9,4.66,26.5,1.01
2701.0,2600.0,2701.0,0.0,18,0,8,studiebolig_central,Centrum,dorm_room,15.3,1,1,0,0,open-ended,1,1967,F,0,4,1,0.32,3.8,25.3,1.08
3556.0,3400.0,3556.0,0.0,11,0,7,private_portal,Vestbyen,studio,32.6,0,0,1,0,fixed,3,1979,E,2,2,0,1.01,3.78,26.0,1.04
2600.0,2600.0,2711.0,0.0409,15,1,6,studiebolig_central,Aalborg Øst,dorm_room,21.1,1,1,0,0,open-ended,3,1971,E,2,3,0,4.81,0.59,8.2,1.03
2712.0,2600.0,2712.0,0.0,16,0,3,private_portal,Hasseris,dorm_room,20.4,1,1,1,0,open-ended,3,1991,E,0,2,1,3.56,4.28,22.8,0.99
2710.0,2600.0,2848.0,0.0485,17,1,8,studiebolig_central,Øgadekvarteret,shared_room,22.0,1,0,1,1,fixed,2,1972,E,1,6,0,2.66,4.06,22.7,1.08
4458.0,4367.0,4630.0,0.0371,25,1,2,studiebolig_central,Centrum,studio,35.7,1,1,1,1,fixed,2,2012,D,1,6,0,0.21,3.32,20.8,0.97
2683.0,2600.0,2797.0,0.0408,30,1,1,private_portal,Nørresundby,dorm_room,17.0,1,0,0,0,open-ended,3,1970,G,2,2,1,3.54,4.58,26.2,0.96
2600.0,2600.0,2600.0,0.0,0,0,3,private_portal,Centrum,dorm_room,17.1,0,1,1,0,fixed,3,1992,C,0,4,0,0.26,3.18,23.5,0.99
3281.0,3281.0,3281.0,0.0,5,0,6,private_portal,Hasseris,shared_room,25.0,1,1,1,0,open-ended,4,1975,E,1,4,0,2.08,3.96,24.3,1.03
5000.0,5000.0,5000.0,0.0,3,0,5,studiebolig_central,Øgadekvarteret,1br,48.5,0,0,1,1,open-ended,1,1970,F,1,4,0,2.74,2.6,17.6,1.01
2600.0,2600.0,2600.0,0.0,2,0,8,private_portal,Centrum,shared_room,14.7,1,0,1,0,open-ended,4,1969,G,2,2,0,0.2,2.75,19.7,1.08
2683.0,2600.0,2683.0,0.0,12,0,3,private_portal,Vestbyen,shared_room,18.4,1,1,1,0,open-ended,3,1969,G,0,2,0,1.26,3.32,17.1,0.99
3704.0,3704.0,3704.0,0.0,0,0,4,private_portal,Centrum,studio,33.9,1,0,1,1,open-ended,3,1994,D,2,3,0,0.46,3.89,22.7,1.0
2706.0,2600.0,2706.0,0.0,7,0,7,private_portal,Centrum,shared_room,22.4,0,1,1,0,fixed,3,2000,C,4,6,1,0.56,3.49,20.7,1.04
5000.0,5000.0,5000.0,0.0,4,0,2,private_portal,Centrum,1br,38.0,0,0,1,1,fixed,3,1963,E,1,4,0,0.88,2.78,17.6,0.97
3441.0,3400.0,3597.0,0.0434,29,1,5,studiebolig_central,Skalborg,studio,39.5,1,0,0,1,fixed,4,1986,E,2,2,1,5.51,5.8,23.8,1.01
2702.0,2600.0,2702.0,0.0,2,0,2,studiebolig_central,Vestbyen,dorm_room,20.6,1,1,1,0,fixed,2,1970,G,1,2,0,2.36,4.21,25.3,0.97
3424.0,3400.0,3424.0,0.0,3,0,6,private_portal,Skalborg,studio,35.8,0,0,1,1,fixed,4,2023,A,0,2,0,5.27,5.86,30.6,1.03
11573.0,11861.0,12219.0,0.0529,11,1,6,private_portal,Centrum,2br,89.2,1,0,1,1,fixed,3,1991,D,3,6,0,0.98,3.16,18.3,1.03
3562.0,3400.0,3562.0,0.0,12,0,6,private_portal,Hasseris,studio,29.5,0,0,0,1,fixed,3,1941,G,4,4,1,3.64,4.48,22.5,1.03
3426.0,3400.0,3611.0,0.0512,18,1,3,studiebolig_central,Vestbyen,studio,43.5,0,1,1,1,fixed,3,1951,F,1,2,0,2.29,5.0,24.1,0.99
2926.0,2926.0,2926.0,0.0,3,0,5,studiebolig_central,Hasseris,shared_room,24.7,1,1,1,1,open-ended,1,1993,E,2,2,0,3.1,4.11,19.8,1.01
2772.0,2600.0,2772.0,0.0,2,0,2,studiebolig_central,Øgadekvarteret,shared_room,17.7,1,1,1,0,fixed,3,1953,G,0,5,1,1.65,4.02,26.9,0.97
3612.0,3422.0,3612.0,0.0,15,0,4,studiebolig_central,Hasseris,shared_room,28.8,1,1,1,0,fixed,2,1951,F,2,3,0,1.97,3.22,21.2,1.0
5255.0,5000.0,5426.0,0.0315,60,1,2,studiebolig_central,Nørresundby,1br,57.3,0,0,1,1,open-ended,3,1984,E,2,2,0,1.68,5.02,31.9,0.97
2600.0,2600.0,2600.0,0.0,0,0,3,studiebolig_central,Centrum,dorm_room,20.5,0,1,1,1,fixed,3,1957,F,2,5,0,0.5,3.39,22.1,0.99
2600.0,2600.0,2635.0,0.0133,21,1,4,private_portal,Hasseris,shared_room,13.9,0,0,0,1,open-ended,2,1988,E,0,2,0,2.89,3.39,22.2,1.0
3405.0,3400.0,3509.0,0.0296,32,1,1,private_portal,Nørresundby,studio,36.6,1,0,1,1,fixed,3,1975,E,0,5,0,2.14,5.02,24.0,0.96
2667.0,2600.0,2836.0,0.0596,27,1,1,private_portal,Skalborg,shared_room,14.7,0,1,1,0,open-ended,4,2014,C,1,2,0,4.39,5.94,31.5,0.96
8678.0,8678.0,8678.0,0.0,2,0,7,private_portal,Vestbyen,2br,78.8,0,0,1,1,fixed,2,1990,D,3,4,0,1.55,4.28,21.7,1.04
5275.0,5000.0,5275.0,0.0,4,0,5,private_portal,Aalborg Øst,1br,39.3,0,1,1,1,open-ended,2,1966,F,0,2,0,4.75,1.43,16.0,1.01
2697.0,2600.0,2697.0,0.0,3,0,8,private_portal,Nørresundby,shared_room,20.2,0,1,1,0,fixed,4,2005,C,3,3,0,1.28,5.71,33.4,1.08
2624.0,2600.0,2624.0,0.0,3,0,6,private_portal,Øgadekvarteret,dorm_room,20.2,1,1,0,0,open-ended,3,1952,E,1,4,0,1.39,3.25,20.9,1.03
2608.0,2600.0,2608.0,0.0,1,0,4,private_portal,Vestbyen,dorm_room,20.9,1,1,1,0,open-ended,4,1985,E,2,2,0,1.8,4.78,31.4,1.0
2600.0,2600.0,2600.0,0.0,6,0,9,private_portal,Vestbyen,shared_room,20.4,1,0,1,0,fixed,3,2020,B,0,3,0,1.26,3.45,24.7,1.04
5775.0,5775.0,5775.0,0.0,11,0,1,private_portal,Centrum,1br,42.5,1,0,1,1,open-ended,4,1998,D,5,5,1,1.12,3.47,25.8,0.96
2792.0,2600.0,2792.0,0.0,8,0,6,studiebolig_central,Øgadekvarteret,dorm_room,12.0,1,1,0,0,fixed,3,1987,F,4,5,1,1.12,3.0,19.6,1.03
2697.0,2600.0,2822.0,0.0443,36,1,8,private_portal,Centrum,dorm_room,12.0,1,0,0,0,fixed,4,2001,E,1,6,0,0.64,3.52,23.2,1.08
2744.0,2600.0,2744.0,0.0,10,0,8,studiebolig_central,Centrum,shared_room,17.2,1,1,1,0,open-ended,2,1948,F,0,3,0,0.55,3.2,24.5,1.08
2875.0,2600.0,2875.0,0.0,1,0,1,private_portal,Vestbyen,dorm_room,18.2,1,1,0,1,open-ended,2,2019,C,1,2,0,1.79,3.97,18.7,0.96
10149.0,10121.0,10149.0,0.0,2,0,1,studiebolig_central,Centrum,1br,67.2,1,1,1,1,fixed,3,1987,D,4,5,1,0.25,3.75,24.8,0.96
6051.0,6051.0,6051.0,0.0,0,0,9,private_portal,Øgadekvarteret,studio,52.0,1,1,0,1,fixed,4,1995,D,2,6,1,1.1,2.3,18.3,1.04
3448.0,3400.0,3448.0,0.0,5,0,9,studiebolig_central,Nørresundby,studio,43.9,0,0,1,1,fixed,2,1998,D,2,3,0,2.16,5.96,32.4,1.04
2600.0,2600.0,2708.0,0.0399,26,1,3,private_portal,Vestbyen,dorm_room,22.3,1,0,1,0,open-ended,4,1964,G,2,2,1,1.61,3.94,28.7,0.99
3737.0,3737.0,3737.0,0.0,2,0,9,studiebolig_central,Nørresundby,studio,46.2,1,0,1,1,fixed,3,1970,F,0,2,0,2.64,4.81,26.7,1.04
3624.0,3594.0,3803.0,0.0471,30,1,6,private_portal,Centrum,studio,28.0,1,0,1,1,fixed,3,1957,F,4,6,1,0.6,3.5,19.8,1.03
5031.0,5000.0,5031.0,0.0,2,0,3,private_portal,Hasseris,1br,35.3,0,1,1,1,open-ended,2,1990,C,1,2,0,2.68,4.1,22.8,0.99
2701.0,2600.0,2701.0,0.0,6,0,5,private_portal,Aalborg Øst,dorm_room,19.0,1,1,1,0,fixed,3,1942,E,2,2,1,4.3,1.87,16.9,1.01
3997.0,3997.0,3997.0,0.0,6,0,3,private_portal,Hasseris,studio,33.7,0,0,1,1,open-ended,4,1979,E,1,4,1,1.95,4.54,26.3,0.99
2706.0,2600.0,2765.0,0.0213,24,1,8,private_portal,Øgadekvarteret,dorm_room,19.0,0,0,0,1,fixed,2,1958,E,0,6,1,2.25,4.67,28.3,1.08
5000.0,5000.0,5059.0,0.0117,15,1,3,studiebolig_central,Skalborg,1br,59.7,0,0,1,1,fixed,4,2000,E,0,2,0,3.95,5.65,29.4,0.99
7067.0,6639.0,7332.0,0.0361,60,1,8,private_portal,Vestbyen,1br,71.6,0,0,1,1,fixed,3,1975,E,1,2,0,1.69,2.97,23.0,1.08
3576.0,3400.0,3696.0,0.0325,55,1,6,private_portal,Centrum,studio,26.2,0,0,1,1,fixed,4,1988,E,3,3,0,0.2,3.57,23.9,1.03
3866.0,3772.0,3866.0,0.0,2,0,8,private_portal,Hasseris,studio,26.5,1,0,1,1,open-ended,4,2001,D,0,3,0,2.04,4.84,29.4,1.08
7500.0,7500.0,7500.0,0.0,5,0,6,studiebolig_central,Aalborg Øst,2br,84.9,0,0,1,1,open-ended,2,1975,E,0,2,0,3.45,1.54,13.0,1.03
2701.0,2600.0,2701.0,0.0,0,0,5,private_portal,Øgadekvarteret,dorm_room,19.0,0,1,0,0,open-ended,3,1998,C,2,4,0,1.0,3.41,19.9,1.01
