age,membership_tier,bookings_30d,late_cancels_30d,lead_time_hours,class_start_hour,day_of_week,instructor_pop,received_reminder,rain_risk,distance_km,no_show_next_class
50,plus,3,1,71,21,Sun,3,1,low,4.8,1
37,plus,2,0,59,18,Tue,5,0,low,8.6,0
48,basic,10,1,1,14,Mon,3,0,high,7.3,1
18,plus,2,0,31,15,Sat,1,1,medium,1.8,0
23,basic,4,1,139,14,Mon,4,1,low,7.7,1
27,basic,1,0,2,10,Wed,2,0,low,4.6,1
26,plus,1,0,67,13,Sat,3,0,low,2.4,1
45,basic,4,1,113,13,Sat,2,1,low,10.7,0
36,basic,3,0,87,15,Tue,3,1,medium,7.4,1
18,plus,1,0,137,20,Wed,4,1,medium,14.0,0
27,basic,6,1,40,19,Thu,2,0,medium,5.4,1
37,basic,5,2,48,16,Sat,4,0,low,10.3,1
38,plus,1,1,37,19,Thu,5,0,medium,7.5,1
40,plus,2,0,1,11,Thu,4,0,low,10.2,1
39,plus,1,0,43,12,Sun,3,0,low,7.7,1
44,vip,2,0,166,11,Sat,4,1,medium,6.9,0
30,basic,1,0,27,17,Wed,3,0,low,16.5,1
44,basic,1,0,70,12,Mon,4,0,low,3.7,0
46,vip,2,0,147,19,Tue,5,0,medium,13.6,0
28,plus,2,0,69,11,Sun,4,1,high,11.0,1
22,basic,2,1,60,11,Sat,2,1,medium,10.4,1
45,plus,3,2,55,15,Wed,4,1,high,14.2,1
54,plus,2,1,9,10,Sat,5,1,medium,1.5,0
30,vip,8,1,32,19,Tue,4,1,low,7.4,0
45,plus,2,0,56,19,Thu,3,1,medium,11.5,0
50,vip,1,0,136,17,Mon,4,0,low,10.3,1
41,plus,3,0,45,14,Mon,4,1,low,1.6,0
35,vip,4,1,13,7,Fri,3,1,medium,14.4,1
46,plus,1,1,41,12,Sat,4,1,low,11.1,1
27,basic,5,1,31,16,Sun,3,0,low,10.5,1
45,basic,4,1,39,10,Sat,1,1,low,6.2,1
33,vip,5,1,6,8,Tue,1,1,low,10.0,0
40,basic,1,0,96,8,Fri,2,0,low,8.5,1
18,basic,4,0,46,21,Thu,2,1,low,7.5,0
28,plus,6,0,166,16,Wed,4,1,medium,9.0,0
38,basic,2,0,146,13,Wed,3,0,low,10.2,0
46,plus,4,0,10,12,Sat,3,1,high,8.9,0
35,plus,1,0,131,7,Tue,4,1,medium,8.8,1
48,plus,5,0,40,17,Fri,3,1,low,6.4,0
38,basic,2,0,1,18,Thu,2,0,medium,14.4,0
51,basic,1,0,75,20,Thu,2,1,medium,13.5,0
28,plus,1,0,48,8,Mon,2,1,low,4.8,0
35,basic,6,1,69,6,Sat,3,1,low,7.4,1
45,plus,2,0,69,18,Wed,5,1,low,6.6,0
34,basic,1,1,64,19,Mon,3,0,high,9.2,1
36,vip,5,1,38,14,Wed,5,1,low,9.9,1
37,plus,2,0,75,12,Wed,3,1,low,4.2,0
38,basic,1,1,167,6,Tue,4,1,low,3.2,1
18,vip,7,1,4,12,Fri,4,0,low,10.7,0
43,plus,1,0,17,19,Fri,3,1,medium,9.1,0
37,basic,3,1,2,17,Fri,4,0,low,6.3,0
62,plus,4,1,60,20,Tue,4,1,low,11.5,0
61,vip,5,0,10,21,Wed,3,1,high,6.3,1
28,vip,5,0,69,12,Tue,3,0,medium,10.3,0
48,basic,19,2,8,12,Sat,4,1,low,9.2,1
55,basic,7,0,51,14,Sun,2,1,medium,12.9,1
58,plus,4,0,45,10,Fri,4,1,high,3.6,0
26,plus,3,0,131,7,Fri,3,1,medium,12.8,0
60,basic,1,1,113,18,Wed,2,0,medium,1.3,1
33,vip,4,1,111,14,Fri,4,0,medium,6.4,1
56,basic,2,0,157,11,Mon,4,0,medium,9.4,1
26,plus,6,2,162,18,Tue,3,1,low,5.6,1
41,vip,2,0,58,10,Sat,3,1,low,9.6,0
40,plus,2,1,26,11,Wed,4,1,low,8.1,1
45,vip,1,1,42,6,Wed,4,1,low,13.2,1
50,basic,1,0,47,15,Tue,3,1,medium,4.9,0
26,vip,2,0,8,9,Mon,3,1,low,12.3,0
31,basic,1,0,3,18,Tue,3,0,medium,10.3,1
26,plus,7,3,25,10,Wed,1,1,low,6.0,1
30,plus,2,1,162,12,Mon,4,0,low,6.8,1
41,basic,3,1,153,19,Sun,1,1,low,0.8,1
36,vip,5,1,40,19,Thu,5,1,medium,12.7,1
30,plus,2,0,40,11,Tue,3,0,high,8.1,0
32,basic,2,0,27,8,Mon,3,1,low,15.6,0
30,vip,10,1,2,10,Thu,4,0,medium,7.0,0
25,basic,2,0,32,16,Sat,4,1,low,10.7,1
47,basic,3,0,27,9,Sat,3,1,medium,9.5,0
33,basic,4,0,38,21,Mon,5,1,low,8.7,1
41,plus,7,0,56,15,Fri,5,0,medium,13.1,1
43,plus,10,2,3,19,Mon,5,0,low,12.2,1
25,basic,9,0,47,11,Fri,3,1,low,5.9,1
39,basic,3,1,134,14,Thu,3,1,low,9.5,0
27,basic,1,0,23,13,Sun,3,1,low,7.4,1
39,vip,2,0,72,10,Mon,3,1,medium,9.3,0
26,plus,1,0,58,11,Wed,4,1,medium,7.8,0
26,basic,1,0,76,17,Tue,3,0,low,17.3,1
18,basic,9,2,6,21,Tue,3,0,high,7.9,1
42,basic,4,1,50,18,Thu,4,1,medium,7.5,0
37,basic,5,0,148,20,Mon,1,1,medium,13.1,0
29,plus,1,0,91,21,Fri,1,1,high,5.1,0
51,basic,3,2,7,9,Sat,3,1,medium,4.5,1
24,basic,1,0,126,18,Sun,1,1,low,3.4,0
37,plus,1,0,25,11,Mon,4,1,low,3.9,0
42,basic,5,1,3,18,Wed,5,0,medium,12.8,1
41,basic,5,2,55,15,Fri,5,1,low,1.5,1
37,basic,1,0,6,20,Sun,5,1,medium,6.8,0
38,basic,4,0,77,15,Thu,2,1,low,4.7,1
40,basic,1,1,32,19,Mon,2,1,high,11.3,1
32,plus,4,0,44,11,Sun,4,1,low,11.3,0
42,basic,9,0,41,21,Sat,2,1,high,6.2,0
38,plus,4,1,64,20,Sat,2,0,high,4.3,0
29,plus,1,0,41,19,Mon,3,1,high,9.7,0
32,basic,9,2,89,11,Sat,2,1,low,14.0,0
45,plus,1,0,52,15,Mon,3,1,medium,9.9,0
46,plus,7,2,22,17,Fri,4,1,low,11.2,0
19,plus,6,2,49,13,Sat,1,1,low,11.7,1
48,basic,2,0,17,16,Thu,4,0,low,16.1,1
36,vip,8,1,5,17,Sat,2,0,low,8.7,1
38,plus,4,1,49,13,Fri,3,0,low,9.2,1
40,basic,2,1,30,7,Thu,3,0,medium,15.8,0
47,vip,2,0,14,18,Sat,2,0,medium,5.6,0
36,basic,1,0,23,9,Sat,3,1,high,4.7,0
34,basic,2,0,3,20,Wed,2,0,medium,8.1,0
28,basic,2,0,62,9,Sat,5,1,medium,8.6,0
54,plus,1,1,3,17,Mon,4,0,low,1.6,1
25,vip,1,0,28,18,Sat,3,1,medium,2.0,0
40,plus,2,0,25,9,Tue,2,1,low,4.9,0
48,basic,20,2,22,12,Tue,3,0,low,8.9,0
25,basic,2,0,5,17,Sat,2,0,low,13.2,0
20,basic,1,0,3,13,Mon,4,0,high,6.8,1
22,basic,3,1,110,12,Sun,5,0,low,13.1,0
25,vip,1,0,137,19,Thu,5,1,medium,6.7,0
27,basic,1,0,5,13,Sat,2,0,low,4.5,0
32,basic,3,0,156,13,Sat,2,1,low,14.8,0
41,plus,5,0,63,16,Tue,1,0,medium,7.2,0
38,basic,1,0,163,19,Sun,1,1,low,7.3,1
27,vip,1,0,21,15,Thu,2,0,medium,8.0,1
36,plus,3,0,39,11,Tue,2,1,low,2.3,0
28,vip,11,0,25,7,Wed,2,0,medium,9.8,0
33,basic,8,0,162,6,Sat,3,0,low,7.4,0
28,basic,3,0,21,10,Thu,5,1,medium,6.4,0
36,vip,1,0,31,19,Sat,5,1,high,16.6,0
35,basic,3,0,122,13,Fri,3,1,low,15.0,0
27,basic,2,0,16,21,Thu,2,1,low,1.9,1
28,basic,4,0,15,13,Sun,3,1,low,4.9,0
25,vip,3,0,31,12,Fri,5,1,low,4.9,0
37,basic,2,0,14,11,Wed,2,1,medium,3.8,1
28,basic,5,0,152,9,Wed,4,0,low,5.3,0
39,plus,4,0,3,8,Tue,3,0,low,4.4,0
37,basic,4,1,12,12,Mon,2,1,medium,6.0,1
30,basic,1,1,52,19,Thu,4,1,high,8.8,1
28,basic,7,0,23,8,Fri,2,1,low,5.5,0
26,basic,4,2,36,19,Sun,5,0,medium,9.5,1
44,plus,4,0,49,13,Tue,4,1,low,5.8,0
18,basic,3,1,30,20,Sun,5,1,medium,6.4,0
38,plus,6,2,118,9,Sun,2,1,low,13.6,1
33,basic,4,1,113,10,Mon,3,1,medium,9.0,1
26,plus,2,1,162,14,Tue,4,1,low,7.2,0
60,basic,1,1,23,13,Sat,3,0,low,6.2,1
18,basic,3,0,11,13,Wed,3,0,low,6.6,0
36,plus,6,1,84,19,Thu,2,0,medium,9.6,0
45,basic,1,0,41,17,Wed,4,0,low,5.5,0
40,plus,3,1,15,17,Sat,1,1,low,10.3,1
58,plus,2,0,29,18,Sat,3,1,low,7.9,0
18,plus,3,1,128,15,Fri,1,1,medium,14.5,1
54,basic,6,1,85,14,Tue,5,1,low,5.8,0
46,vip,2,0,3,9,Sat,5,0,medium,3.4,0
36,vip,9,2,76,19,Sat,4,0,low,11.1,1
39,vip,3,0,2,11,Sun,3,0,medium,5.5,1
41,basic,1,0,1,11,Fri,2,0,medium,9.5,1
33,vip,2,1,14,7,Tue,4,1,medium,8.1,1
54,basic,1,0,14,11,Wed,4,1,medium,2.8,0
54,vip,1,0,25,19,Tue,4,1,low,17.8,0
26,vip,3,1,154,13,Mon,4,1,high,3.2,0
40,plus,3,0,131,14,Mon,2,1,medium,5.2,1
37,plus,2,1,48,9,Tue,3,0,low,5.4,0
47,plus,5,1,14,13,Tue,3,1,medium,1.0,1
42,basic,1,0,35,17,Tue,3,1,low,15.1,1
28,vip,3,0,69,14,Tue,3,1,low,13.0,0
18,basic,2,0,41,16,Mon,5,1,medium,7.2,0
26,plus,3,0,62,12,Thu,5,1,low,6.4,1
18,basic,1,0,65,12,Sun,3,1,low,7.3,0
42,basic,4,1,145,18,Sun,3,1,low,10.6,0
30,plus,5,0,151,7,Fri,5,1,medium,0.9,0
25,basic,4,1,27,6,Sat,1,0,low,3.9,1
43,basic,3,0,41,10,Fri,4,1,high,11.4,0
26,basic,2,0,29,11,Sun,4,0,high,4.4,1
36,basic,5,0,7,20,Sun,3,0,low,15.2,0
48,basic,2,1,135,19,Wed,3,0,low,6.3,1
18,plus,1,0,50,18,Mon,2,1,low,12.4,0
29,basic,9,1,39,21,Tue,4,1,low,4.8,1
26,basic,3,1,101,18,Wed,1,0,low,9.1,0
32,basic,1,0,39,8,Wed,1,1,low,7.8,0
38,basic,11,2,44,19,Wed,4,1,low,13.7,0
46,vip,2,0,5,19,Wed,4,0,low,7.5,1
44,plus,1,0,21,7,Sat,3,1,low,7.8,1
48,basic,11,1,25,20,Wed,4,0,medium,15.8,0
18,basic,1,0,81,20,Wed,1,1,medium,11.7,1
37,basic,2,0,65,7,Wed,3,1,low,7.2,0
35,vip,8,1,80,15,Mon,5,1,medium,10.5,0
26,basic,6,0,38,12,Fri,4,1,low,5.5,1
26,plus,3,0,124,20,Sun,3,1,low,18.6,0
26,vip,2,1,3,19,Mon,2,0,medium,3.1,1
28,plus,1,0,50,8,Sun,3,0,low,15.7,0
39,basic,7,2,12,10,Thu,5,0,medium,2.2,0
42,basic,1,0,67,18,Tue,2,0,low,4.2,0
28,plus,1,0,97,17,Sat,2,1,low,4.5,0
42,basic,1,0,77,12,Sun,5,1,low,4.9,1
25,vip,3,0,34,9,Sun,3,1,medium,5.7,0
29,basic,4,0,12,13,Thu,3,1,high,6.1,0
28,vip,1,0,141,16,Wed,4,1,medium,18.7,1
41,plus,9,0,32,18,Fri,2,1,medium,11.1,1
31,vip,1,0,45,12,Sat,3,1,high,13.9,0
28,basic,4,3,85,17,Mon,2,1,low,5.7,1
19,vip,2,0,59,18,Tue,3,1,medium,5.1,1
45,basic,5,2,35,17,Wed,2,1,low,11.0,1
39,plus,5,0,39,18,Fri,3,1,medium,13.4,0
43,basic,1,0,47,19,Tue,5,1,medium,8.8,0
39,vip,1,0,148,17,Sun,4,1,low,8.9,0
38,basic,1,0,45,13,Sun,4,0,medium,3.2,1
45,basic,4,2,37,12,Tue,2,1,low,10.0,1
21,plus,1,0,21,12,Fri,4,0,low,4.0,0
29,basic,2,0,49,11,Wed,4,1,medium,4.0,0
34,basic,2,0,108,20,Tue,5,1,low,6.1,0
35,basic,5,1,46,18,Wed,5,1,low,9.8,1
27,basic,2,0,48,17,Thu,2,0,low,5.1,1
55,basic,1,0,6,21,Fri,5,1,medium,5.6,0
39,basic,12,3,32,9,Tue,3,1,medium,7.5,0
24,basic,2,0,5,13,Sat,2,0,low,7.8,1
41,vip,1,0,4,12,Wed,4,0,low,6.2,0
33,vip,1,0,43,12,Fri,4,0,low,6.2,0
54,plus,1,0,127,8,Tue,3,1,low,5.1,0
50,basic,2,1,118,18,Tue,5,1,low,7.7,1
28,vip,10,0,8,15,Mon,3,1,low,14.5,0
55,vip,3,0,71,20,Sun,5,0,medium,14.7,0
31,basic,7,1,139,21,Fri,4,0,low,2.4,0
48,basic,1,0,159,18,Wed,2,0,medium,5.5,0
22,basic,4,1,70,12,Wed,1,1,low,14.1,0
26,basic,2,1,1,17,Mon,3,0,medium,11.6,1
42,basic,1,0,44,7,Sun,5,1,medium,12.1,0
26,plus,10,5,49,19,Tue,5,1,medium,9.3,1
42,vip,5,0,48,19,Mon,2,1,medium,8.2,0
42,basic,3,0,39,11,Sun,3,1,low,5.0,0
56,plus,2,1,66,20,Mon,3,1,low,8.3,1
50,plus,5,0,47,12,Sun,2,1,medium,9.5,0
36,plus,2,0,14,13,Sat,1,1,low,2.0,0
44,basic,6,1,10,20,Sun,3,0,low,14.8,1
28,basic,1,0,59,21,Tue,1,1,medium,9.1,1
35,basic,2,0,137,20,Fri,3,1,low,8.0,1
23,vip,4,3,4,6,Thu,4,0,medium,14.9,1
28,vip,6,0,4,15,Wed,3,0,medium,12.5,1
41,plus,1,0,24,14,Tue,2,1,high,6.3,0
45,basic,2,1,118,14,Mon,4,1,low,10.0,0
22,basic,1,0,32,17,Wed,2,0,low,3.0,0
18,basic,4,1,162,17,Mon,3,1,medium,8.0,1
46,basic,1,0,140,11,Sat,4,1,low,0.6,0
30,plus,2,0,108,14,Thu,5,1,low,2.7,1
25,vip,5,0,9,11,Sat,4,0,medium,1.8,0
23,vip,2,1,16,17,Tue,3,1,low,12.8,1
36,vip,3,0,83,12,Fri,4,1,high,14.6,0
18,vip,4,1,51,19,Wed,4,1,low,10.8,1
41,plus,4,0,27,8,Thu,5,1,low,13.0,0
36,plus,1,0,12,12,Mon,5,0,low,4.4,0
40,basic,4,1,66,16,Mon,5,1,low,2.8,0
28,vip,3,1,75,11,Wed,2,1,low,7.9,1
48,basic,20,2,35,21,Wed,3,1,low,6.9,1
41,plus,1,0,6,18,Fri,2,0,medium,18.2,0
18,vip,1,0,8,21,Fri,4,1,medium,15.6,0
38,basic,2,0,13,9,Mon,2,1,low,2.9,1
22,basic,1,0,46,6,Sat,3,0,low,0.1,1
19,plus,11,2,12,19,Sat,5,1,high,12.1,0
54,vip,3,1,121,19,Fri,2,0,low,14.3,1
31,basic,2,0,99,16,Sun,5,0,medium,5.0,0
37,basic,10,0,1,6,Fri,1,0,low,15.8,0
24,basic,1,0,110,14,Tue,5,1,low,5.8,0
29,plus,1,0,17,13,Thu,5,1,medium,11.2,0
27,basic,5,1,161,11,Sun,4,1,low,9.6,1
42,vip,2,0,101,19,Sat,5,0,low,4.5,0
32,plus,2,0,1,16,Wed,3,0,low,10.7,1
36,basic,9,0,70,16,Sun,3,1,low,17.0,0
42,basic,2,1,64,19,Wed,5,1,high,9.3,0
25,vip,7,2,140,18,Wed,1,1,low,6.2,0
24,basic,2,0,52,21,Fri,4,1,low,5.7,0
37,basic,3,0,4,11,Fri,5,0,medium,12.1,0
46,vip,1,1,72,21,Sun,1,1,low,1.4,1
40,vip,6,0,24,15,Thu,5,1,medium,7.6,0
36,basic,3,0,0,14,Fri,3,0,low,3.5,0
59,basic,1,0,22,13,Tue,3,1,medium,5.7,1
22,basic,5,1,96,18,Sat,3,1,low,13.2,0
48,plus,2,0,123,20,Sat,3,1,medium,7.6,1
29,vip,1,0,24,7,Mon,4,1,medium,9.2,0
33,basic,5,0,2,17,Mon,4,0,low,7.9,0
42,basic,4,1,33,15,Tue,3,1,high,13.2,0
39,basic,1,0,26,7,Sat,2,1,high,3.9,1
50,basic,2,0,144,13,Sun,1,0,low,15.6,0
31,plus,1,0,6,17,Sat,1,1,low,6.2,0
49,plus,1,0,49,11,Fri,2,0,medium,7.3,0
20,plus,1,0,138,11,Tue,1,1,high,7.2,1
50,basic,1,0,24,9,Sun,1,1,low,4.1,1
31,plus,2,0,57,8,Tue,4,1,low,8.7,1
40,vip,4,0,110,17,Fri,4,0,low,19.6,0
18,vip,3,2,71,8,Wed,4,0,high,10.2,1
31,plus,2,0,38,18,Thu,4,1,medium,8.8,0
40,basic,4,0,68,13,Tue,3,0,medium,5.7,1
27,basic,3,1,3,15,Sun,3,0,low,3.2,1
39,basic,2,0,19,15,Tue,5,1,medium,4.3,1
36,basic,3,0,131,11,Sun,4,0,low,6.5,0
29,plus,1,0,1,17,Fri,4,0,low,20.9,0
18,vip,8,1,14,10,Thu,4,1,medium,10.5,0
33,basic,1,0,36,19,Tue,5,1,medium,10.0,0
56,basic,3,0,64,15,Sun,1,1,medium,8.0,0
30,vip,5,1,117,12,Tue,2,1,high,11.3,0
27,basic,3,1,160,19,Fri,2,1,low,9.2,1
27,basic,3,1,65,11,Thu,4,1,low,5.9,1
43,plus,5,0,41,13,Wed,4,0,low,3.6,0
25,vip,4,1,13,18,Thu,3,1,low,7.4,1
43,basic,5,1,5,20,Tue,3,0,medium,10.9,1
28,basic,7,3,126,19,Wed,4,0,low,4.5,0
30,plus,5,1,42,17,Thu,4,1,low,4.2,1
26,basic,7,0,22,21,Sun,3,1,low,3.0,1
42,basic,5,1,56,19,Tue,2,1,medium,11.5,1
41,basic,2,0,58,11,Fri,5,1,medium,3.8,0
42,basic,2,0,70,19,Tue,2,1,medium,5.0,1
40,basic,1,0,76,19,Thu,5,0,medium,4.8,0
36,plus,6,0,33,6,Sun,5,0,low,4.5,0
49,basic,2,0,110,9,Mon,5,1,low,7.4,0
31,basic,6,1,43,13,Mon,4,1,high,3.8,1
28,basic,3,0,111,13,Wed,5,1,medium,7.1,0
38,plus,3,1,5,13,Thu,3,0,medium,5.2,0
60,basic,2,0,57,19,Sat,5,1,low,16.6,0
41,basic,3,1,55,12,Sun,2,1,medium,4.7,1
34,plus,3,1,89,13,Wed,3,1,medium,5.6,0
33,plus,1,0,141,18,Sat,3,1,medium,9.1,0
51,basic,1,0,112,11,Sun,3,0,low,2.7,0
36,plus,2,0,33,9,Sat,5,0,low,11.9,0
59,plus,1,0,2,12,Sat,5,0,low,2.9,0
29,basic,4,1,93,15,Sat,3,0,medium,2.3,1
36,plus,3,0,1,12,Thu,4,0,low,10.7,1
30,vip,1,0,4,12,Thu,5,0,low,8.4,0
26,vip,1,0,4,9,Sat,5,0,low,10.5,1
35,plus,1,0,109,11,Sat,4,1,low,17.7,0
48,basic,4,0,1,20,Fri,5,0,low,16.0,0
43,plus,2,0,5,13,Thu,3,0,high,12.2,1
40,plus,4,1,10,8,Sat,4,1,high,12.2,1
37,plus,3,0,20,15,Thu,1,1,low,3.7,0
26,plus,3,1,4,18,Sun,1,1,low,12.8,1
46,plus,5,0,53,17,Tue,3,0,low,10.1,0
22,basic,1,0,25,13,Fri,4,1,low,4.8,1
28,vip,6,0,33,7,Wed,3,1,medium,12.9,0
40,vip,11,2,29,18,Sun,3,1,low,20.1,1
42,basic,5,1,20,12,Fri,4,0,high,7.9,1
61,basic,1,0,161,10,Sat,2,0,medium,7.0,0
38,plus,3,1,149,19,Sat,4,0,low,5.8,0
31,vip,6,1,55,12,Sun,2,0,medium,9.8,1
36,basic,1,0,73,19,Fri,2,0,low,11.6,0
29,basic,13,1,1,17,Tue,5,0,low,3.3,1
32,vip,11,1,109,20,Tue,3,1,low,4.8,1
20,basic,2,1,2,15,Sat,1,0,medium,10.0,1
26,basic,5,0,130,21,Tue,4,1,low,5.2,0
53,basic,1,0,12,10,Sun,5,0,medium,15.1,0
31,plus,6,0,66,21,Sat,2,1,high,12.5,0
64,basic,3,0,45,20,Tue,4,1,low,11.5,0
46,basic,8,4,73,8,Tue,4,1,low,7.9,1
40,plus,1,0,13,12,Sat,4,0,low,6.2,0
25,basic,2,0,25,15,Sun,3,0,low,7.7,1
48,basic,5,2,69,15,Sun,1,1,medium,12.3,1
38,plus,3,0,72,12,Tue,2,1,low,18.2,0
33,basic,1,0,158,13,Sat,3,1,low,7.4,1
18,basic,2,0,14,18,Sat,4,1,medium,10.8,1
57,basic,1,0,57,12,Mon,2,1,medium,7.3,0
48,basic,2,0,149,17,Thu,4,1,low,14.8,0
40,plus,2,0,165,18,Sat,3,1,medium,14.2,0
33,basic,5,0,6,15,Fri,5,1,low,9.6,0
34,basic,2,0,56,20,Mon,3,0,low,2.3,0
39,basic,1,0,5,21,Sat,2,0,high,3.8,0
43,plus,8,2,86,7,Thu,2,0,low,12.5,1
42,plus,2,0,88,7,Sat,5,0,low,7.8,1
54,basic,1,0,53,16,Sat,4,1,low,4.1,0
33,basic,5,0,134,6,Tue,3,1,low,6.6,1
29,basic,5,1,28,13,Sun,3,0,low,4.1,1
43,basic,1,0,163,11,Sat,5,1,medium,12.7,0
33,plus,3,1,120,15,Wed,3,1,medium,13.8,0
25,vip,6,1,46,6,Tue,3,1,low,2.7,1
50,basic,1,0,42,13,Tue,2,0,low,7.6,1
25,plus,2,0,1,10,Tue,5,0,low,5.3,0
40,plus,1,0,26,11,Wed,4,1,medium,8.8,0
31,vip,1,0,17,17,Wed,3,1,low,8.6,0
32,basic,2,0,37,13,Sat,5,0,low,9.6,0
33,basic,2,0,2,19,Fri,2,1,medium,9.0,0
23,basic,4,0,24,10,Tue,5,1,low,0.9,0
42,basic,2,0,63,18,Tue,5,1,low,5.7,0
42,basic,1,0,25,13,Tue,3,1,low,2.0,1
30,plus,2,0,55,10,Thu,5,1,medium,1.7,0
42,basic,3,1,142,19,Thu,5,1,medium,4.6,0
20,plus,5,1,9,18,Tue,3,1,low,7.4,1
39,plus,3,1,32,11,Mon,4,1,low,13.5,1
35,plus,2,0,80,7,Wed,3,1,low,10.2,0
28,basic,1,0,57,18,Fri,2,1,low,4.5,0
24,basic,3,0,18,18,Sun,1,0,low,7.5,0
23,plus,1,0,60,18,Sun,3,1,high,14.0,0
33,basic,4,0,96,20,Sun,5,1,medium,4.2,0
33,basic,1,1,15,21,Mon,5,1,medium,4.8,1
18,plus,1,0,7,19,Tue,5,1,medium,2.2,1
53,basic,5,1,5,10,Tue,2,0,low,17.1,1
48,plus,1,0,132,19,Wed,4,1,low,10.5,1
37,basic,5,0,1,19,Sun,1,0,low,14.1,1
33,basic,7,0,77,13,Mon,4,1,high,10.3,0
53,basic,1,0,127,10,Thu,3,1,low,5.0,1
46,vip,1,0,5,11,Sat,5,0,medium,11.0,0
49,plus,2,0,42,15,Sun,2,1,low,9.9,0
40,basic,5,1,45,13,Sat,1,1,low,0.1,0
42,basic,2,0,43,15,Fri,4,0,low,13.8,0
32,basic,8,2,14,7,Thu,3,1,low,13.5,1
39,basic,3,1,71,20,Thu,3,0,low,10.4,0
67,basic,7,2,28,17,Tue,1,1,high,13.6,1
36,plus,7,2,130,18,Fri,2,1,low,10.6,1
32,basic,6,2,2,8,Sat,5,0,high,11.0,1
30,vip,1,0,50,20,Wed,2,1,medium,10.3,0
21,basic,3,1,70,12,Thu,4,1,low,1.7,1
18,basic,4,0,27,6,Mon,4,1,medium,2.2,0
48,basic,12,1,12,10,Tue,2,1,low,6.5,0
54,vip,8,3,30,9,Tue,2,1,low,12.1,1
40,basic,1,0,60,10,Tue,3,1,low,7.0,0
30,plus,2,1,104,12,Sun,2,1,medium,0.6,1
58,plus,3,0,117,11,Thu,4,1,low,3.2,0
30,plus,3,1,113,18,Thu,3,1,low,1.1,1
30,plus,1,1,34,18,Fri,2,0,low,2.6,1
18,basic,4,1,42,12,Wed,3,1,low,6.6,0
28,plus,2,0,131,9,Sat,5,1,low,7.2,0
47,basic,2,0,41,15,Wed,4,1,medium,10.5,0
56,basic,5,0,54,14,Sat,2,1,low,10.0,1
58,basic,5,0,94,11,Thu,5,1,low,3.5,0
31,plus,4,0,44,18,Tue,3,1,medium,14.0,0
31,basic,1,0,0,19,Sun,1,0,low,17.6,0
30,vip,2,0,109,11,Sat,3,1,low,6.7,0
19,plus,2,1,32,12,Thu,3,1,low,13.2,0
30,plus,1,0,27,7,Sun,5,1,medium,5.0,0
54,basic,4,1,71,9,Sat,5,1,low,13.5,1
60,basic,4,0,42,20,Sat,5,1,low,5.8,1
41,basic,2,1,138,20,Mon,5,1,low,8.7,1
35,basic,1,0,55,14,Thu,4,1,medium,8.3,1
35,basic,3,0,43,21,Sun,4,1,low,11.1,0
38,basic,3,0,38,14,Sun,3,1,low,4.4,0
27,plus,1,0,43,18,Tue,5,1,low,11.9,0
54,vip,9,4,54,15,Mon,3,0,medium,13.5,1
36,plus,1,0,90,11,Sat,4,0,low,16.7,1
47,basic,1,0,67,19,Sun,3,1,low,9.8,0
32,basic,4,1,69,20,Fri,4,1,medium,12.9,0
18,vip,1,0,157,19,Fri,2,1,low,7.8,0
31,plus,1,0,5,17,Thu,3,0,low,5.5,0
37,plus,1,0,23,18,Mon,2,1,low,3.5,0
50,basic,4,2,31,19,Wed,1,1,medium,10.7,1
39,plus,7,0,20,14,Mon,2,1,medium,9.6,0
39,basic,2,1,18,13,Wed,3,0,medium,9.9,0
47,basic,4,0,29,13,Sun,4,1,medium,8.6,0
55,basic,3,1,98,9,Sat,5,1,low,10.8,1
25,vip,1,0,27,18,Sun,2,1,low,4.6,1
30,basic,2,1,33,8,Thu,4,0,low,15.0,1
61,basic,2,0,83,19,Fri,2,1,low,4.7,0
31,plus,5,1,46,7,Wed,2,0,medium,4.2,1
56,basic,4,2,25,10,Thu,4,1,medium,5.3,0
37,basic,1,0,7,19,Wed,1,1,medium,4.7,0
30,plus,1,0,70,13,Mon,3,1,low,6.7,0
18,plus,1,0,38,6,Mon,4,1,low,12.2,0
30,basic,3,0,9,19,Thu,1,0,medium,0.9,0
29,basic,6,0,37,18,Fri,2,1,low,3.5,0
25,vip,1,0,49,21,Thu,2,1,low,5.6,0
59,basic,3,0,69,12,Tue,4,1,low,1.7,0
40,basic,4,1,28,21,Wed,5,1,low,16.9,0
34,plus,2,0,139,13,Thu,5,1,medium,13.1,0
23,plus,4,2,107,8,Thu,5,1,low,13.2,1
50,basic,4,0,45,20,Sat,3,1,medium,3.0,1
29,plus,2,1,69,8,Fri,1,1,low,8.3,1
39,plus,4,0,16,19,Wed,4,1,low,17.4,1
48,basic,3,0,5,19,Sun,1,0,low,14.4,0
25,basic,1,0,4,19,Fri,2,0,medium,5.1,0
46,basic,7,4,91,13,Sun,3,1,low,8.1,1
22,basic,1,1,89,19,Thu,5,0,medium,12.1,1
48,basic,6,1,119,12,Sun,3,1,low,0.6,0
25,basic,5,0,8,13,Thu,3,1,medium,8.1,0
34,plus,1,0,76,21,Mon,3,0,medium,7.9,0
36,basic,3,0,34,19,Tue,5,1,medium,5.8,0
36,basic,4,0,122,8,Sun,5,0,low,8.1,0
45,vip,2,0,65,9,Fri,2,1,medium,1.1,0
